date,customer_id,sku,region,channel,quantity,unit_price,discount_pct,promotion_flag,inventory_on_hand,weather_index,holiday_flag,revenue,churned
2025-01-03,CUST-046,SKU-1004,West,Web,9,24.02,0.05,0,152,0.68,0,205.38,0
2025-01-03,CUST-047,SKU-1001,North,Store,7,27.5,0.05,0,154,0.68,0,182.84,0
2025-01-03,CUST-048,SKU-1002,South,App,7,31.25,0.0,0,156,0.68,0,218.75,0
2025-01-03,CUST-049,SKU-1003,East,Web,9,20.1,0.05,0,158,0.68,0,171.81,0
2025-01-03,CUST-050,SKU-1004,West,Store,10,25.05,0.03,0,160,0.68,0,243.0,0
2025-01-03,CUST-051,SKU-1001,North,App,12,26.8,0.03,0,162,0.68,0,312.0,0
2025-01-03,CUST-052,SKU-1002,South,Web,6,31.35,0.05,0,164,0.68,0,178.68,0
2025-01-03,CUST-053,SKU-1003,East,Store,7,19.92,0.12,1,166,0.68,0,122.71,0
2025-01-03,CUST-054,SKU-1004,West,App,7,23.96,0.05,0,168,0.68,0,159.32,0
2025-01-04,CUST-055,SKU-1004,West,Web,5,20.66,0.03,0,131,0.72,0,100.2,1
2025-01-04,CUST-056,SKU-1001,North,Store,6,25.12,0.05,0,133,0.72,0,143.16,0
2025-01-04,CUST-057,SKU-1002,South,App,8,28.93,0.0,0,135,0.72,0,231.44,0
2025-01-04,CUST-058,SKU-1003,East,Web,10,33.07,0.05,0,137,0.72,0,314.2,0
2025-01-04,CUST-059,SKU-1004,West,Store,10,19.25,0.05,0,139,0.72,0,182.9,0
2025-01-04,CUST-060,SKU-1001,North,App,6,24.37,0.05,0,141,0.72,0,138.9,0
2025-01-04,CUST-061,SKU-1002,South,Web,7,26.68,0.12,1,143,0.72,0,164.36,0
2025-01-04,CUST-062,SKU-1003,East,Store,7,30.91,0.05,0,145,0.72,0,205.52,0
2025-01-04,CUST-063,SKU-1004,West,App,8,19.33,0.0,0,147,0.72,0,154.64,0
2025-01-04,CUST-064,SKU-1001,North,Web,9,24.52,0.0,0,149,0.72,0,220.68,0
2025-01-04,CUST-065,SKU-1002,South,Store,7,29.01,0.0,0,151,0.72,0,203.07,0
2025-01-04,CUST-066,SKU-1003,East,App,7,32.04,0.03,0,153,0.72,0,217.56,0
2025-01-04,CUST-067,SKU-1004,West,Web,7,19.29,0.05,0,155,0.72,0,128.31,0
2025-01-04,CUST-068,SKU-1001,North,Store,8,24.19,0.03,0,157,0.72,0,187.68,0
2025-01-04,CUST-069,SKU-1002,South,App,9,28.77,0.0,0,159,0.72,0,258.93,0
2025-01-04,CUST-070,SKU-1003,East,Web,6,31.2,0.12,1,161,0.72,0,164.76,0
2025-01-04,CUST-071,SKU-1004,West,Store,8,19.78,0.0,0,163,0.72,0,158.24,0
2025-01-04,CUST-072,SKU-1001,North,App,10,24.43,0.0,0,165,0.72,0,244.3,0
2025-01-05,CUST-073,SKU-1001,North,Web,6,18.9,0.0,0,128,0.76,0,113.4,0
2025-01-05,CUST-074,SKU-1002,South,Store,6,23.37,0.03,0,130,0.76,0,136.02,0
2025-01-05,CUST-075,SKU-1003,East,App,7,27.1,0.03,0,132,0.76,0,184.03,0
2025-01-05,CUST-076,SKU-1004,West,Web,10,31.37,0.03,0,134,0.76,0,304.3,0
2025-01-05,CUST-077,SKU-1001,North,Store,11,20.77,0.0,0,136,0.76,0,228.47,0
2025-01-05,CUST-078,SKU-1002,South,App,8,21.68,0.12,1,138,0.76,0,152.64,0
2025-01-05,CUST-079,SKU-1003,East,Web,8,28.84,0.0,0,140,0.76,0,230.72,0
2025-01-05,CUST-080,SKU-1004,West,Store,8,31.17,0.0,0,142,0.76,0,249.36,0
2025-01-05,CUST-001,SKU-1001,North,Store,10,20.91,0.0,0,144,0.76,0,209.1,0
2025-01-05,CUST-002,SKU-1002,South,App,11,23.7,0.03,0,146,0.76,0,252.89,0
2025-01-05,CUST-003,SKU-1003,East,Web,6,29.07,0.03,0,148,0.76,0,169.2,0
2025-01-05,CUST-004,SKU-1004,West,Store,8,31.81,0.05,0,150,0.76,0,241.76,0
2025-01-05,CUST-005,SKU-1001,North,App,8,20.4,0.0,0,152,0.76,0,163.2,0
2025-01-05,CUST-006,SKU-1002,South,Web,10,23.49,0.05,0,154,0.76,0,223.2,0
2025-01-05,CUST-007,SKU-1003,East,Store,9,27.39,0.12,1,156,0.76,0,216.9,0
2025-01-05,CUST-008,SKU-1004,West,App,5,31.53,0.03,0,158,0.76,0,152.9,0
2025-01-05,CUST-009,SKU-1001,North,Web,8,20.01,0.0,0,160,0.76,0,160.08,0
2025-01-05,CUST-010,SKU-1002,South,Store,8,22.89,0.0,0,162,0.76,0,183.12,0
2025-01-06,CUST-011,SKU-1002,South,App,4,18.92,0.0,0,125,0.79,0,75.68,1
2025-01-06,CUST-012,SKU-1003,East,Web,7,23.76,0.05,0,127,0.79,0,157.99,0
2025-01-06,CUST-013,SKU-1004,West,Store,8,27.37,0.05,0,129,0.79,0,208.0,0
2025-01-06,CUST-014,SKU-1001,North,App,9,30.95,0.05,0,131,0.79,0,264.6,0
2025-01-06,CUST-015,SKU-1002,South,Web,11,18.86,0.12,1,133,0.79,0,182.6,0
2025-01-06,CUST-016,SKU-1003,East,Store,6,23.26,0.0,0,135,0.79,0,139.56,0
2025-01-06,CUST-017,SKU-1004,West,App,6,27.41,0.05,0,137,0.79,0,156.24,0
2025-01-06,CUST-018,SKU-1001,North,Web,7,31.5,0.0,0,139,0.79,0,220.5,0
2025-01-06,CUST-019,SKU-1002,South,Store,9,18.77,0.05,0,141,0.79,0,160.47,0
2025-01-06,CUST-020,SKU-1003,East,App,9,25.24,0.0,0,143,0.79,0,227.16,0
2025-01-06,CUST-021,SKU-1004,West,Web,5,28.01,0.03,0,145,0.79,0,135.85,0
2025-01-06,CUST-022,SKU-1001,North,Store,7,32.95,0.03,0,147,0.79,0,223.72,0
2025-01-06,CUST-023,SKU-1002,South,App,7,19.46,0.05,0,149,0.79,0,129.43,0
2025-01-06,CUST-024,SKU-1003,East,Web,9,23.31,0.12,1,151,0.79,0,184.59,0
2025-01-06,CUST-025,SKU-1004,West,Store,10,29.22,0.0,0,153,0.79,0,292.2,0
2025-01-06,CUST-026,SKU-1001,North,App,6,32.42,0.05,0,155,0.79,0,184.8,0
2025-01-06,CUST-027,SKU-1002,South,Web,7,19.01,0.03,0,157,0.79,0,129.08,0
2025-01-06,CUST-028,SKU-1003,East,Store,7,23.04,0.05,0,159,0.79,0,153.23,0
2025-01-07,CUST-029,SKU-1003,East,App,5,19.14,0.0,0,122,0.83,0,95.7,0
2025-01-07,CUST-030,SKU-1004,West,Web,6,24.54,0.05,0,124,0.83,0,139.86,0
2025-01-07,CUST-031,SKU-1001,North,Store,8,28.88,0.03,0,126,0.83,0,224.08,0
2025-01-07,CUST-032,SKU-1002,South,App,10,31.81,0.12,1,128,0.83,0,279.9,0
2025-01-07,CUST-033,SKU-1003,East,Web,9,18.98,0.03,0,130,0.83,0,165.69,0
2025-01-07,CUST-034,SKU-1004,West,Store,5,22.86,0.0,0,132,0.83,0,114.3,0
2025-01-07,CUST-035,SKU-1001,North,App,6,28.34,0.05,0,134,0.83,0,161.52,0
2025-01-07,CUST-036,SKU-1002,South,Web,8,31.85,0.05,0,136,0.83,0,242.08,0
2025-01-07,CUST-037,SKU-1003,East,Store,8,18.77,0.05,0,138,0.83,0,142.64,0
2025-01-07,CUST-038,SKU-1004,West,App,10,25.01,0.03,0,140,0.83,0,242.6,0
2025-01-07,CUST-039,SKU-1001,North,Web,5,28.21,0.0,0,142,0.83,0,141.05,0
2025-01-07,CUST-040,SKU-1002,South,Store,6,30.85,0.0,0,144,0.83,0,185.1,0
2025-01-07,CUST-041,SKU-1003,East,App,7,19.8,0.12,1,146,0.83,0,121.94,0
2025-01-07,CUST-042,SKU-1004,West,Web,8,23.37,0.05,0,148,0.83,0,177.6,0
2025-01-07,CUST-043,SKU-1001,North,Store,9,28.96,0.05,0,150,0.83,0,247.59,0
2025-01-07,CUST-044,SKU-1002,South,App,7,32.62,0.0,0,152,0.83,0,228.34,1
2025-01-07,CUST-045,SKU-1003,East,Web,8,20.91,0.0,0,154,0.83,0,167.28,0
2025-01-07,CUST-046,SKU-1004,West,Store,6,24.95,0.05,0,156,0.83,0,142.2,0
2025-01-08,CUST-047,SKU-1004,West,App,7,21.06,0.03,0,119,0.86,0,143.01,0
2025-01-08,CUST-048,SKU-1001,North,Web,8,24.76,0.0,0,121,0.86,0,198.08,0
2025-01-08,CUST-049,SKU-1002,South,Store,10,26.22,0.12,1,123,0.86,0,230.7,0
2025-01-08,CUST-050,SKU-1003,East,App,10,31.02,0.03,0,125,0.86,0,300.9,0
2025-01-08,CUST-051,SKU-1004,West,Web,11,19.31,0.03,0,127,0.86,0,206.03,0
2025-01-08,CUST-052,SKU-1001,North,Store,7,23.62,0.0,0,129,0.86,0,165.34,0
2025-01-08,CUST-053,SKU-1002,South,App,8,27.31,0.03,0,131,0.86,0,211.92,0
2025-01-08,CUST-054,SKU-1003,East,Web,9,31.57,0.03,0,133,0.86,0,275.58,0
2025-01-08,CUST-055,SKU-1004,West,Store,9,19.63,0.05,0,135,0.86,0,167.85,0
2025-01-08,CUST-056,SKU-1001,North,App,10,25.2,0.0,0,137,0.86,0,252.0,0
2025-01-08,CUST-057,SKU-1002,South,Web,7,27.04,0.0,0,139,0.86,0,189.28,0
2025-01-08,CUST-058,SKU-1003,East,Store,9,31.0,0.12,1,141,0.86,0,245.52,0
2025-01-08,CUST-059,SKU-1004,West,App,8,18.85,0.03,0,143,0.86,0,146.24,0
2025-01-08,CUST-060,SKU-1001,North,Web,9,24.57,0.05,0,145,0.86,0,210.06,0
2025-01-08,CUST-061,SKU-1002,South,Store,9,29.21,0.05,0,147,0.86,0,249.75,0
2025-01-08,CUST-062,SKU-1003,East,App,5,31.23,0.03,0,149,0.86,0,151.45,0
2025-01-08,CUST-063,SKU-1004,West,Web,8,18.75,0.05,0,151,0.86,0,142.48,0
2025-01-08,CUST-064,SKU-1001,North,Store,9,24.47,0.05,0,153,0.86,0,209.25,0
2025-01-09,CUST-065,SKU-1001,North,App,6,20.43,0.0,0,116,0.89,0,122.58,0
2025-01-09,CUST-066,SKU-1002,South,Web,10,23.92,0.12,1,118,0.89,0,210.5,0
2025-01-09,CUST-067,SKU-1003,East,Store,9,28.31,0.0,0,120,0.89,0,254.79,0
2025-01-09,CUST-068,SKU-1004,West,App,9,32.55,0.03,0,122,0.89,0,284.13,0
2025-01-09,CUST-069,SKU-1001,North,Web,10,20.42,0.05,0,124,0.89,0,194.0,0
2025-01-09,CUST-070,SKU-1002,South,Store,5,23.49,0.03,0,126,0.89,0,113.95,0
2025-01-09,CUST-071,SKU-1003,East,App,7,28.41,0.05,0,128,0.89,0,188.93,0
2025-01-09,CUST-072,SKU-1004,West,Web,9,33.01,0.03,0,130,0.89,0,288.18,0
2025-01-09,CUST-073,SKU-1001,North,Store,11,19.77,0.03,0,132,0.89,0,210.98,0
2025-01-09,CUST-074,SKU-1002,South,App,10,23.47,0.05,0,134,0.89,0,223.0,0
2025-01-09,CUST-075,SKU-1003,East,Web,7,27.07,0.12,1,136,0.89,0,166.74,0
2025-01-09,CUST-076,SKU-1004,West,Store,8,31.85,0.05,0,138,0.89,0,242.08,0
2025-01-09,CUST-077,SKU-1001,North,App,10,19.93,0.05,0,140,0.89,0,189.3,1
2025-01-09,CUST-078,SKU-1002,South,Web,8,23.17,0.05,0,142,0.89,0,176.08,0
2025-01-09,CUST-079,SKU-1003,East,Store,11,28.41,0.0,0,144,0.89,0,312.51,0
2025-01-09,CUST-080,SKU-1004,West,App,7,32.8,0.05,0,146,0.89,0,218.12,0
2025-01-09,CUST-001,SKU-1001,North,App,9,19.53,0.0,0,148,0.89,0,175.77,0
2025-01-09,CUST-002,SKU-1002,South,Web,8,22.81,0.03,0,150,0.89,0,177.04,0
2025-01-10,CUST-003,SKU-1002,South,Store,8,19.08,0.12,1,113,0.91,0,134.32,0
2025-01-10,CUST-004,SKU-1003,East,App,9,23.89,0.05,0,115,0.91,0,204.3,0
2025-01-10,CUST-005,SKU-1004,West,Web,9,27.24,0.03,0,117,0.91,0,237.78,0
2025-01-10,CUST-006,SKU-1001,North,Store,9,31.75,0.05,0,119,0.91,0,271.44,0
2025-01-10,CUST-007,SKU-1002,South,App,12,18.76,0.0,0,121,0.91,0,225.12,0
2025-01-10,CUST-008,SKU-1003,East,Web,6,24.7,0.05,0,123,0.91,0,140.76,0
2025-01-10,CUST-009,SKU-1004,West,Store,6,28.04,0.0,0,125,0.91,0,168.24,0
2025-01-10,CUST-010,SKU-1001,North,App,7,33.04,0.0,0,127,0.91,0,231.28,0
2025-01-10,CUST-011,SKU-1002,South,Web,10,20.75,0.05,0,129,0.91,0,197.1,0
2025-01-10,CUST-012,SKU-1003,East,Store,13,23.04,0.12,1,131,0.91,0,263.64,0
2025-01-10,CUST-013,SKU-1004,West,App,7,28.98,0.05,0,133,0.91,0,192.71,0
2025-01-10,CUST-014,SKU-1001,North,Web,7,32.98,0.05,0,135,0.91,0,219.31,0
2025-01-10,CUST-015,SKU-1002,South,Store,8,19.86,0.03,0,137,0.91,0,154.08,0
2025-01-10,CUST-016,SKU-1003,East,App,11,23.88,0.05,0,139,0.91,0,249.59,0
2025-01-10,CUST-017,SKU-1004,West,Web,12,27.44,0.03,0,141,0.91,0,319.44,0
2025-01-10,CUST-018,SKU-1001,North,Store,6,32.32,0.0,0,143,0.91,0,193.92,0
2025-01-10,CUST-019,SKU-1002,South,App,7,20.53,0.03,0,145,0.91,0,139.37,0
2025-01-10,CUST-020,SKU-1003,East,Web,9,23.55,0.0,0,147,0.91,0,211.95,0
2025-01-11,CUST-021,SKU-1003,East,Store,6,19.13,0.0,0,110,0.94,0,114.78,0
2025-01-11,CUST-022,SKU-1004,West,App,6,24.52,0.03,0,112,0.94,0,142.68,0
2025-01-11,CUST-023,SKU-1001,North,Web,8,27.58,0.0,0,114,0.94,0,220.64,0
2025-01-11,CUST-024,SKU-1002,South,Store,9,31.27,0.05,0,116,0.94,0,267.39,0
2025-01-11,CUST-025,SKU-1003,East,App,9,21.12,0.05,0,118,0.94,0,180.54,0
2025-01-11,CUST-026,SKU-1004,West,Web,5,23.7,0.03,0,120,0.94,0,114.95,0
2025-01-11,CUST-027,SKU-1001,North,Store,7,27.5,0.03,0,122,0.94,0,186.76,0
2025-01-11,CUST-028,SKU-1002,South,App,9,32.1,0.05,0,124,0.94,0,274.5,0
2025-01-11,CUST-029,SKU-1003,East,Web,10,19.79,0.12,1,126,0.94,0,174.2,0
2025-01-11,CUST-030,SKU-1004,West,Store,10,23.43,0.03,0,128,0.94,0,227.3,0
2025-01-11,CUST-031,SKU-1001,North,App,7,27.59,0.03,0,130,0.94,0,187.32,0
2025-01-11,CUST-032,SKU-1002,South,Web,8,32.56,0.0,0,132,0.94,0,260.48,0
2025-01-11,CUST-033,SKU-1003,East,Store,8,21.2,0.03,0,134,0.94,0,164.48,1
2025-01-11,CUST-034,SKU-1004,West,App,10,24.23,0.0,0,136,0.94,0,242.3,0
2025-01-11,CUST-035,SKU-1001,North,Web,9,28.36,0.03,0,138,0.94,0,247.59,0
2025-01-11,CUST-036,SKU-1002,South,Store,6,31.2,0.03,0,140,0.94,0,181.56,0
2025-01-11,CUST-037,SKU-1003,East,App,7,19.28,0.03,0,142,0.94,0,130.9,0
2025-01-11,CUST-038,SKU-1004,West,Web,11,22.25,0.12,1,144,0.94,0,215.38,0
2025-01-12,CUST-039,SKU-1004,West,Store,7,19.8,0.03,0,107,0.96,0,134.47,0
2025-01-12,CUST-040,SKU-1001,North,App,7,22.8,0.03,0,109,0.96,0,154.84,0
2025-01-12,CUST-041,SKU-1002,South,Web,7,27.31,0.05,0,111,0.96,0,181.58,0
2025-01-12,CUST-042,SKU-1003,East,Store,8,30.85,0.0,0,113,0.96,0,246.8,0
2025-01-12,CUST-043,SKU-1004,West,App,9,19.25,0.0,0,115,0.96,0,173.25,0
2025-01-12,CUST-044,SKU-1001,North,Web,6,23.35,0.0,0,117,0.96,0,140.1,0
2025-01-12,CUST-045,SKU-1002,South,Store,6,28.16,0.05,0,119,0.96,0,160.5,0
2025-01-12,CUST-046,SKU-1003,East,App,8,30.19,0.12,1,121,0.96,0,212.56,0
2025-01-12,CUST-047,SKU-1004,West,Web,10,20.26,0.05,0,123,0.96,0,192.5,0
2025-01-12,CUST-048,SKU-1001,North,Store,11,23.04,0.03,0,125,0.96,0,245.85,0
2025-01-12,CUST-049,SKU-1002,South,App,5,27.02,0.03,0,127,0.96,0,131.05,0
2025-01-12,CUST-050,SKU-1003,East,Web,8,32.19,0.03,0,129,0.96,0,249.76,0
2025-01-12,CUST-051,SKU-1004,West,Store,8,19.74,0.0,0,131,0.96,0,157.92,0
2025-01-12,CUST-052,SKU-1001,North,App,10,24.23,0.0,0,133,0.96,0,242.3,0
2025-01-12,CUST-053,SKU-1002,South,Web,10,27.0,0.05,0,135,0.96,0,256.5,0
2025-01-12,CUST-054,SKU-1003,East,Store,5,32.25,0.05,0,137,0.96,0,153.2,0
2025-01-12,CUST-055,SKU-1004,West,App,7,19.51,0.12,1,139,0.96,0,120.19,0
2025-01-12,CUST-056,SKU-1001,North,Web,7,23.82,0.05,0,141,0.96,0,158.41,0
2025-01-13,CUST-057,SKU-1001,North,Store,4,20.37,0.03,0,104,0.97,0,79.04,0
2025-01-13,CUST-058,SKU-1002,South,App,6,24.81,0.03,0,106,0.97,0,144.42,0
2025-01-13,CUST-059,SKU-1003,East,Web,8,28.34,0.05,0,108,0.97,0,215.36,0
2025-01-13,CUST-060,SKU-1004,West,Store,8,31.13,0.05,0,110,0.97,0,236.56,0
2025-01-13,CUST-061,SKU-1001,North,App,9,21.16,0.05,0,112,0.97,0,180.9,0
2025-01-13,CUST-062,SKU-1002,South,Web,5,24.69,0.05,0,114,0.97,0,117.3,0
2025-01-13,CUST-063,SKU-1003,East,Store,6,27.03,0.12,1,116,0.97,0,142.74,0
2025-01-13,CUST-064,SKU-1004,West,App,8,31.36,0.03,0,118,0.97,0,243.36,0
2025-01-13,CUST-065,SKU-1001,North,Web,8,20.95,0.03,0,120,0.97,0,162.56,0
2025-01-13,CUST-066,SKU-1002,South,Store,10,24.17,0.03,0,122,0.97,0,234.4,1
2025-01-13,CUST-067,SKU-1003,East,App,6,26.82,0.0,0,124,0.97,0,160.92,0
2025-01-13,CUST-068,SKU-1004,West,Web,6,31.97,0.03,0,126,0.97,0,186.06,0
2025-01-13,CUST-069,SKU-1001,North,Store,8,19.6,0.05,0,128,0.97,0,148.96,0
2025-01-13,CUST-070,SKU-1002,South,App,9,24.95,0.05,0,130,0.97,0,213.3,0
2025-01-13,CUST-071,SKU-1003,East,Web,9,29.12,0.05,0,132,0.97,0,248.94,0
2025-01-13,CUST-072,SKU-1004,West,Store,6,30.57,0.12,1,134,0.97,0,161.4,0
2025-01-13,CUST-073,SKU-1001,North,App,6,19.35,0.05,0,136,0.97,0,110.28,0
2025-01-13,CUST-074,SKU-1002,South,Web,8,23.98,0.0,0,138,0.97,0,191.84,0
2025-01-14,CUST-075,SKU-1002,South,Store,5,19.49,0.0,0,101,0.99,0,97.45,0
2025-01-14,CUST-076,SKU-1003,East,App,7,23.52,0.03,0,103,0.99,0,159.67,0
2025-01-14,CUST-077,SKU-1004,West,Web,7,28.13,0.05,0,105,0.99,0,187.04,0
2025-01-14,CUST-078,SKU-1001,North,Store,8,32.13,0.03,0,107,0.99,0,249.36,0
2025-01-14,CUST-079,SKU-1002,South,App,9,19.43,0.0,0,109,0.99,0,174.87,0
2025-01-14,CUST-080,SKU-1003,East,Web,5,23.35,0.12,1,111,0.99,0,102.75,0
2025-01-14,CUST-001,SKU-1004,West,Web,8,28.61,0.05,0,113,0.99,0,217.44,0
2025-01-14,CUST-002,SKU-1001,North,Store,7,31.21,0.03,0,115,0.99,0,211.89,0
2025-01-14,CUST-003,SKU-1002,South,App,9,19.44,0.05,0,117,0.99,0,166.23,0
2025-01-14,CUST-004,SKU-1003,East,Web,11,24.24,0.0,0,119,0.99,0,266.64,0
2025-01-14,CUST-005,SKU-1004,West,Store,5,27.49,0.03,0,121,0.99,0,133.35,0
2025-01-14,CUST-006,SKU-1001,North,App,7,30.79,0.03,0,123,0.99,0,209.09,0
2025-01-14,CUST-007,SKU-1002,South,Web,6,18.86,0.03,0,125,0.99,0,109.74,0
2025-01-14,CUST-008,SKU-1003,East,Store,8,24.49,0.03,0,127,0.99,0,190.08,0
2025-01-14,CUST-009,SKU-1004,West,App,9,25.81,0.12,1,129,0.99,0,204.39,0
2025-01-14,CUST-010,SKU-1001,North,Web,5,31.46,0.03,0,131,0.99,0,152.6,0
2025-01-14,CUST-011,SKU-1002,South,Store,5,19.21,0.03,0,133,0.99,0,93.15,0
2025-01-14,CUST-012,SKU-1003,East,App,7,23.04,0.03,0,135,0.99,0,156.45,0
2025-01-15,CUST-013,SKU-1003,East,Web,6,18.94,0.0,0,98,0.99,1,113.64,0
2025-01-15,CUST-014,SKU-1004,West,Store,8,23.13,0.03,0,100,0.99,1,179.52,0
2025-01-15,CUST-015,SKU-1001,North,App,7,26.96,0.05,0,102,0.99,1,179.27,0
2025-01-15,CUST-016,SKU-1002,South,Web,9,32.66,0.05,0,104,0.99,1,279.27,0
2025-01-15,CUST-017,SKU-1003,East,Store,10,18.11,0.12,1,106,0.99,1,159.4,0
2025-01-15,CUST-018,SKU-1004,West,App,6,23.88,0.05,0,108,0.99,1,136.14,0
2025-01-15,CUST-019,SKU-1001,North,Web,6,29.23,0.05,0,110,0.99,1,166.62,0
2025-01-15,CUST-020,SKU-1002,South,Store,9,30.9,0.0,0,112,0.99,1,278.1,0
2025-01-15,CUST-021,SKU-1003,East,App,8,21.12,0.0,0,114,0.99,1,168.96,0
2025-01-15,CUST-022,SKU-1004,West,Web,9,23.41,0.0,0,116,0.99,1,210.69,1
2025-01-15,CUST-023,SKU-1001,North,Store,5,27.18,0.0,0,118,0.99,1,135.9,0
2025-01-15,CUST-024,SKU-1002,South,App,7,31.77,0.03,0,120,0.99,1,215.74,0
2025-01-15,CUST-025,SKU-1003,East,Web,7,19.48,0.05,0,122,0.99,1,129.57,0
2025-01-15,CUST-026,SKU-1004,West,Store,11,22.26,0.12,1,124,0.99,1,215.49,0
2025-01-15,CUST-027,SKU-1001,North,App,9,26.93,0.03,0,126,0.99,1,235.08,0
2025-01-15,CUST-028,SKU-1002,South,Web,6,32.72,0.05,0,128,0.99,1,186.48,0
2025-01-15,CUST-029,SKU-1003,East,Store,6,20.76,0.0,0,130,0.99,1,124.56,0
2025-01-15,CUST-030,SKU-1004,West,App,8,24.11,0.03,0,132,0.99,1,187.12,0
2025-01-16,CUST-031,SKU-1004,West,Web,5,20.82,0.0,0,95,1.0,0,104.1,0
2025-01-16,CUST-032,SKU-1001,North,Store,8,24.73,0.05,0,97,1.0,0,187.92,0
2025-01-16,CUST-033,SKU-1002,South,App,8,29.05,0.03,0,99,1.0,0,225.44,0
